ticker,exchange,currency,name,country,isin
MBTCR,NASDAQ,USD,Nocturne Acquisition Corporation,USA,
MBUU,NASDAQ,USD,Malibu Boats Inc,USA,US56117J1007
MBWM,NASDAQ,USD,Mercantile Bank Corporation,USA,US5873761044
MC,NYSE,USD,Moelis & Co,USA,US60786M1053
MCAA,NASDAQ,USD,Mountain & I Acquisition Co Corp,USA,KYG6301J1040
MCAAW,NASDAQ,USD,Mountain & Co. I Acquisition Corp. Warrant,USA,
MCAC,NASDAQ,USD,Monterey Capital Acquisition Corporation,USA,
MCACW,NASDAQ,USD,Monterey Capital Acquisition Corporation,USA,
MCAF,NASDAQ,USD,Mountain Crest Acquisition Corp IV,USA,US62403K1088
MCAFR,NASDAQ,USD,Mountain Crest Acquisition Corp. IV Rights,USA,
MCAG,NASDAQ,USD,Mountain Crest Acquisition Corp V,USA,US62404B1070
MCAGR,NASDAQ,USD,Mountain Crest Acquisition Corp. V Right,USA,
MCB,NYSE,USD,Metropolitan Bank Holding,USA,US5917741044
MCBC,NASDAQ,USD,Macatawa Bank Corporation,USA,US5542251021
MCBS,NASDAQ,USD,MetroCity Bankshares,USA,US59165J1051
MCD,NYSE,USD,McDonald’s Corporation,USA,US5801351017
MCFT,NASDAQ,USD,MCBC Holdings Inc,USA,US57637H1032
MCHP,NASDAQ,USD,Microchip Technology Inc,USA,US5950171042
MCHX,NASDAQ,USD,Marchex Inc,USA,US56624R1086
MCK,NYSE,USD,McKesson Corporation,USA,US58155Q1031
MCLD,NASDAQ,USD,mCloud Technologies Corp,USA,CA5822706092
MCLDP,NASDAQ,USD,mCloud Technologies Corp. 9.0% Series A Cumulative Perpetual Preferred Shares,USA,
MCLDW,NASDAQ,USD,mCloud Technologies Corp. Warrants,USA,
MCO,NYSE,USD,Moodys Corporation,USA,US6153691059
MCOM,NASDAQ,USD,Micromobility.com Inc.,USA,
MCOMW,NASDAQ,USD,Micromobility.com Inc.,USA,
MCRB,NASDAQ,USD,Seres Therapeutics Inc,USA,US81750R1023
MCRI,NASDAQ,USD,Monarch Casino & Resort Inc,USA,US6090271072
MCS,NYSE,USD,Marcus Corporation,USA,US5663301068
MCVT,NASDAQ,USD,Mill City Ventures III Ltd,USA,
MCW,NYSE,USD,Mister Car Wash Inc,USA,US60646V1052
MCY,NYSE,USD,Mercury General Corporation,USA,US5894001008
MD,NYSE,USD,Mednax Inc,USA,US58502B1061
MDAI,NASDAQ,USD,Spectral AI Inc.,USA,
MDAIW,NASDAQ,USD,Spectral AI Inc,USA,
MDB,NASDAQ,USD,MongoDB,USA,US60937P1066
MDC,NYSE,USD,MDC Holdings Inc,USA,US5526761086
MDGL,NASDAQ,USD,Madrigal Pharmaceuticals Inc,USA,US5588681057
MDGS,NASDAQ,USD,Medigus Ltd ADR,USA,US58471G3002
MDIA,NASDAQ,USD,Mediaco Holding Inc,USA,US58450D1046
MDJH,NASDAQ,USD,MDJM Ltd,USA,KYG592901097
MDLZ,NASDAQ,USD,Mondelez International Inc,USA,US6092071058
MDNA,NASDAQ,USD,Medicenna Therapeutics Corp,USA,CA58490H1073
MDRR,NASDAQ,USD,Medalist Diversified Reit Inc,USA,US58403P1057
MDRRP,NASDAQ,USD,Medalist Diversified Reit Inc PR,USA,US58403P2048
MDRX,NASDAQ,USD,Allscripts Healthcare Solutions Inc,USA,US01988P1084
MDT,NYSE,USD,Medtronic PLC,USA,IE00BTN1Y115
MDU,NYSE,USD,MDU Resources Group Inc,USA,US5526901096
MDV,NYSE,USD,Modiv Inc,USA,US60784B1017
MDVL,NASDAQ,USD,Medavail Holdings Inc,USA,US58406B1035
MDWD,NASDAQ,USD,Mediwound Ltd,USA,IL0011316309
MDWT,NASDAQ,USD,Midwest Holding Inc,USA,US59833J2069
MDXG,NASDAQ,USD,MiMedx Group Inc,USA,US6024961012
MDXH,NASDAQ,USD,MDxHealth SA ADR,USA,US58286E1029
ME,NASDAQ,USD,23Andme Holding Co,USA,US90138Q1085
MEC,NYSE,USD,Mayville Engineering Co Inc,USA,US5786051079
MED,NYSE,USD,MEDIFAST INC,USA,US58470H1014
MEDP,NASDAQ,USD,Medpace Holdings Inc,USA,US58506Q1094
MEDS,NASDAQ,USD,Trxade Group Inc,USA,US89846A2078
MEG,NYSE,USD,Montrose Environmental Grp,USA,US6151111019
MEGI,NYSE,USD,MainStay CBRE Global Infrastructure Megatrends Fund,USA,
MEGL,NASDAQ,USD,Magic Empire Global Limited,USA,
MEI,NYSE,USD,Methode Electronics Inc,USA,US5915202007
MEIP,NASDAQ,USD,MEI Pharma Inc,USA,US55279B2025
MELI,NASDAQ,USD,MercadoLibre Inc.,USA,US58733R1023
MEOH,NASDAQ,USD,Methanex Corporation,USA,CA59151K1084
MERC,NASDAQ,USD,Mercer International Inc,USA,US5880561015
MESA,NASDAQ,USD,Mesa Air Group Inc,USA,US5904791358
MESO,NASDAQ,USD,Mesoblast Ltd,USA,US5907171046
MET,NYSE,USD,MetLife Inc,USA,US59156R1086
META,NASDAQ,USD,Meta Platforms Inc.,USA,US30303M1027
METBV,NASDAQ,USD,Ramaco Resources Inc. Class B Common Stock When Issued,USA,
METC,NASDAQ,USD,Ramaco Resources Inc,USA,US75134P3038
METCB,NASDAQ,USD,Ramaco Resources Inc.,USA,
METCL,NASDAQ,USD,METCL,USA,
METX,NASDAQ,USD,Meten Edtechx Education Group Ltd,USA,KYG6055H1487
METXW,NASDAQ,USD,Meten EdtechX Education Group Ltd,USA,
MF,NASDAQ,USD,Missfresh Ltd ADR,USA,US60500F1057
MFA,NYSE,USD,MFA Financial Inc,USA,US55272X6076
MFC,NYSE,USD,Manulife Financial Corp,USA,CA56501R1064
MFG,NYSE,USD,Mizuho Financial Group Inc.,USA,US60687Y1091
MFH,NASDAQ,USD,Mercurity Fintech Holding Inc ADR,USA,US58936H1095
MFIC,NASDAQ,USD,MidCap Financial Investment Corporation,USA,
MFIN,NASDAQ,USD,Medallion Financial Corp,USA,US5839281061
MG,NYSE,USD,Mistras Group Inc,USA,US60649T1079
MGA,NYSE,USD,Magna International Inc,USA,CA5592224011
MGAM,NASDAQ,USD,Mobile Global Esports Inc.,USA,
MGEE,NASDAQ,USD,MGE Energy Inc,USA,US55277P1049
MGIC,NASDAQ,USD,Magic Software Enterprises Ltd,USA,IL0010823123
MGIH,NASDAQ,USD,Millennium Group International Holdings Limited Ordinary Shares,USA,KYG6169A1040
MGLD,NYSE MKT,USD,Marygold Companies Inc,USA,US57403M1045
MGM,NYSE,USD,MGM Resorts International,USA,US5529531015
MGNI,NASDAQ,USD,Magnite Inc,USA,US55955D1000
MGNX,NASDAQ,USD,MacroGenics Inc,USA,US5560991094
MGOL,NASDAQ,USD,MGO Global Inc. Common Stock,USA,
MGPI,NASDAQ,USD,MGP Ingredients Inc,USA,US55303J1060
MGR,NYSE,USD,Affiliated Managers Group Inc,USA,US0082528508
MGRB,NYSE,USD,MGRB,USA,
MGRC,NASDAQ,USD,McGrath RentCorp,USA,US5805891091
MGRD,NYSE,USD,MGRD,USA,
MGRM,NASDAQ,USD,Monogram Orthopaedics Inc. Common Stock,USA,
MGRX,NASDAQ,USD,Mangoceuticals Inc. Common Stock,USA,
MGTA,NASDAQ,USD,Magenta Therapeutics Inc,USA,US55910K1088
MGTX,NASDAQ,USD,MeiraGTx Holdings PLC,USA,KYG596651029
MGY,NYSE,USD,Magnolia Oil & Gas Corp,USA,US5596631094
MGYR,NASDAQ,USD,Magyar Bancorp Inc,USA,US55977T2087
MHH,NYSE MKT,USD,Mastech Holdings Inc,USA,US57633B1008
MHK,NYSE,USD,Mohawk Industries Inc,USA,US6081901042
MHLA,NYSE,USD,Maiden Holdings Ltd,USA,US5602923022
MHLD,NASDAQ,USD,Maiden Holdings Ltd,USA,BMG5753U1128
MHNC,NYSE,USD,Maiden Holdings North America Ltd ELKS,USA,US56029Q4082
MHO,NYSE,USD,M/I Homes Inc,USA,US55305B1017
MHUA,NASDAQ,USD,Meihua International Medical Technologies Co Ltd,USA,KYG5966G1082
MICS,NASDAQ,USD,The Singing Machine Company Inc. Common Stock,USA,US8293224031
MIDD,NASDAQ,USD,Middleby Corp,USA,US5962781010
MIGI,NASDAQ,USD,Mawson Infrastructure Group Inc,USA,US57778N2080
MIMO,NYSE MKT,USD,Airspan Networks Holdings Inc,USA,US00951K1043
MIND,NASDAQ,USD,Mind Technology Inc,USA,US6025661017
MINDP,NASDAQ,USD,Mind Technology Inc Pref A,USA,US6025662007
MINM,NASDAQ,USD,Minim Inc,USA,US60365W1027
MIO,NYSE,USD,Pioneer Municipal High Income Opportunities Fund Inc,USA,
MIR,NYSE,USD,Mirion Technologies Inc,USA,US60471A1016
MIRA,NASDAQ,USD,"MIRA Pharmaceuticals, Inc. Common Stock",USA,
MIRM,NASDAQ,USD,Mirum Pharmaceuticals Inc,USA,US6047491013
MIRO,NASDAQ,USD,Miromatrix Medical Inc,USA,US60471P1084
MIST,NASDAQ,USD,Milestone Pharmaceuticals Inc,USA,CA59935V1076
MITA,NASDAQ,USD,Coliseum Acquisition Corp,USA,KYG2263T1233
MITAW,NASDAQ,USD,Coliseum Acquisition Corp. Warrant,USA,
MITK,NASDAQ,USD,Mitek Systems Inc,USA,US6067102003
MITQ,NYSE MKT,USD,Moving iMage Technologies Inc,USA,US62464R1095
MITT,NYSE,USD,AG Mortgage Investment Trust Inc,USA,US0012285013
MIXT,NYSE,USD,Mix Telemats Ltd,USA,US60688N1028
MKC,NYSE,USD,McCormick & Company Incorporated,USA,US5797802064
MKC-V,NYSE,USD,McCormick & Company Incorporated,USA,
MKFG,NYSE,USD,Markforged Holding Corp,USA,US57064N1028
MKL,NYSE,USD,Markel Corporation,USA,US5705351048
MKSI,NASDAQ,USD,MKS Instruments Inc,USA,US55306N1046
MKTW,NASDAQ,USD,Marketwise Inc,USA,US57064P1075
MKTX,NASDAQ,USD,MarketAxess Holdings Inc,USA,US57060D1081
MKUL,NASDAQ,USD,Molekule Group Inc.,USA,
ML,NYSE,USD,MoneyLion Inc,USA,US60938K1060
MLAB,NASDAQ,USD,Mesa Laboratories Inc,USA,US59064R1095
MLCO,NASDAQ,USD,Melco Resorts & Entertainment Ltd,USA,US5854641009
MLEC,NASDAQ,USD,Moolec Science SA Ordinary Shares,USA,
MLECW,NASDAQ,USD,Moolec Science SA Warrant,USA,
MLGO,NASDAQ,USD,MicroAlgo Inc.,USA,
MLI,NYSE,USD,Mueller Industries Inc,USA,US6247561029
MLKN,NASDAQ,USD,MillerKnoll Inc,USA,US6005441000
MLM,NYSE,USD,Martin Marietta Materials Inc,USA,US5732841060
MLNK,NYSE,USD,Meridianlink Inc,USA,US58985J1051
MLP,NYSE,USD,Maui Land & Pineapple Company Inc,USA,US5773451019
MLR,NYSE,USD,Miller Industries Inc,USA,US6005512040
MLSS,NYSE MKT,USD,Milestone Scientific,USA,US59935P2092
MLTX,NASDAQ,USD,MoonLake Immunotherapeutics,USA,
MLYS,NASDAQ,USD,Mineralys Therapeutics Inc. Common Stock,USA,
MMAT,NASDAQ,USD,Meta Materials Inc,USA,US59134N1046
MMC,NYSE,USD,Marsh & McLennan Companies Inc,USA,US5717481023
MMI,NYSE,USD,Marcus & Millichap Inc,USA,US5663241090
MMLP,NASDAQ,USD,Martin Midstream Partners LP,USA,US5733311055
MMM,NYSE,USD,3M Company,USA,US88579Y1010
MMMB,NASDAQ,USD,MamaMancini's Holdings Inc,USA,US56146T1034
MMP,NYSE,USD,Magellan Midstream Partners LP,USA,US5590801065
MMS,NYSE,USD,Maximus Inc,USA,US5779331041
MMSI,NASDAQ,USD,Merit Medical Systems Inc,USA,US5898891040
MMV,NASDAQ,USD,MultiMetaVerse Holdings Limited,USA,
MMVWW,NASDAQ,USD,MultiMetaVerse Holdings Limited,USA,
MMYT,NASDAQ,USD,MakeMyTrip Limited,USA,MU0295S00016
MNDO,NASDAQ,USD,MIND CTI Ltd,USA,IL0010851827
MNDY,NASDAQ,USD,Monday.Com Ltd,USA,IL0011762130
MNKD,NASDAQ,USD,MannKind Corp,USA,US56400P7069
MNMD,NASDAQ,USD,Mind Medicine Inc,USA,CA60255C1095
MNOV,NASDAQ,USD,MediciNova Inc,USA,US58468P2065
MNPR,NASDAQ,USD,Monopar Therapeutics Inc,USA,US61023L1089
MNRO,NASDAQ,USD,Monro Muffler Brake Inc,USA,US6102361010
MNSB,NASDAQ,USD,Mainstreet Bank,USA,US56064Y1001
MNSBP,NASDAQ,USD,MainStreet Bancshares Inc,USA,
MNSO,NYSE,USD,Miniso Group Holding Ltd,USA,US66981J1025
MNST,NASDAQ,USD,Monster Beverage Corp,USA,US61174X1090
MNTK,NASDAQ,USD,Montauk Renewables Inc,USA,US61218C1036
MNTN,NYSE,USD,Everest Consolidator Acquisition Corp,USA,US29978K1025
MNTS,NASDAQ,USD,Momentus Inc,USA,US60879E1010
MNTSW,NASDAQ,USD,Momentus Inc,USA,
MNTX,NASDAQ,USD,Manitex International Inc,USA,US5634201082
MO,NYSE,USD,Altria Group,USA,US02209S1033
MOB,NASDAQ,USD,Mobilicom Limited American Depositary Shares,USA,
MOBBW,NASDAQ,USD,Mobilicom Limited Warrants,USA,
MOBQ,NASDAQ,USD,Mobiquity Technologies Inc,USA,US60743F5089
MOBQW,NASDAQ,USD,Mobiquity Technologies Inc. Warrant,USA,
MOBV,NASDAQ,USD,Mobiv Acquisition Corp,USA,
MOBVU,NASDAQ,USD,Mobiv Acquisition Corp,USA,
MOBVW,NASDAQ,USD,Mobiv Acquisition Corp,USA,
MOD,NYSE,USD,Modine Manufacturing Company,USA,US6078281002
MODD,NASDAQ,USD,Modular Medical Inc,USA,US60785L2079
MODG,NYSE,USD,Callaway Golf Company,USA,US1311931042
MODN,NYSE,USD,Model N Inc,USA,US6075251024
MODV,NASDAQ,USD,ModivCare Inc,USA,US60783X1046
MOFG,NASDAQ,USD,MidWestOne Financial Group Inc,USA,US5985111039
MOG-A,NYSE,USD,Moog Inc,USA,US6153942023
MOGO,NASDAQ,USD,Mogo Inc,USA,CA60800C1095
MOGU,NYSE,USD,MOGU Inc,USA,US6080123085
MOH,NYSE,USD,Molina Healthcare Inc,USA,US60855R1005
MOLN,NASDAQ,USD,Molecular Partners AG ADR,USA,US60853G1067
MOMO,NASDAQ,USD,Hello Group Inc,USA,US4234031049
MOND,NASDAQ,USD,Mondee Holdings Inc.,USA,
MOR,NASDAQ,USD,MorphoSys AG ADR,USA,US6177602025
MORF,NASDAQ,USD,Morphic Holding Inc,USA,US61775R1059
MORN,NASDAQ,USD,Morningstar Inc,USA,US6177001095
MOS,NYSE,USD,The Mosaic Company,USA,US61945C1036
MOTS,NASDAQ,USD,Motus GI Holdings Inc,USA,US62014P1084
MOV,NYSE,USD,Movado Group Inc,USA,US6245801062
MOVE,NASDAQ,USD,Movano Inc,USA,US62459M1071
MOXC,NASDAQ,USD,Moxian Inc,USA,VGG6S34K1052
MP,NYSE,USD,MP Materials Corp,USA,US5533681012
MPAA,NASDAQ,USD,Motorcar Parts of America Inc,USA,US6200711009
MPB,NASDAQ,USD,Mid Penn Bancorp,USA,US59540G1076
MPC,NYSE,USD,Marathon Petroleum Corp,USA,US56585A1025
MPLN,NYSE,USD,MultiPlan Corporation,USA,US62548M1009
MPLX,NYSE,USD,MPLX LP,USA,US55336V1008
MPRA,NASDAQ,USD,Mercato Partners Acquisition Corp,USA,US58759A1088
MPRAW,NASDAQ,USD,Mercato Partners Acquisition Corporation Warrant,USA,
MPTI,NYSE MKT,USD,M-tron Industries Inc,USA,
MPU,NYSE MKT,USD,Mega Matrix Corp.,USA,
MPW,NYSE,USD,Medical Properties Trust Inc,USA,US58463J3041
MPWR,NASDAQ,USD,Monolithic Power Systems Inc,USA,US6098391054
MPX,NYSE,USD,Marine Products Corporation,USA,US5684271084
MQ,NASDAQ,USD,Marqeta Inc,USA,US57142B1044
MRAI,NASDAQ,USD,Marpai Inc,USA,US5713541093
MRAM,NASDAQ,USD,Everspin Technologies Inc,USA,US30041T1043
MRBK,NASDAQ,USD,Meridian Bank,USA,US58958P1049
MRC,NYSE,USD,MRC Global Inc,USA,US55345K1034
MRCC,NASDAQ,USD,Monroe Capital Corp,USA,US6103351010
MRCY,NASDAQ,USD,Mercury Systems Inc,USA,US5893781089
MRDB,NYSE,USD,MariaDB plc,USA,
MREO,NASDAQ,USD,Mereo BioPharma Group PLC ADR,USA,US5894921072
MRIN,NASDAQ,USD,Marin Software Inc,USA,US56804T2050
MRK,NYSE,USD,Merck & Company Inc,USA,US58933Y1055
MRKR,NASDAQ,USD,Marker Therapeutics Inc,USA,US57055L1070
MRM,NASDAQ,USD,Medirom Healthcare Technologies Inc,USA,US58510H1032
MRNA,NASDAQ,USD,Moderna Inc,USA,US60770K1079
MRNS,NASDAQ,USD,Marinus Pharmaceuticals Inc,USA,US56854Q2003
MRO,NYSE,USD,Marathon Oil Corporation,USA,US5658491064
MRSN,NASDAQ,USD,Mersana Therapeutics Inc,USA,US59045L1061
MRT,NYSE,USD,Marti Technologies Inc.,USA,
MRTN,NASDAQ,USD,Marten Transport Ltd,USA,US5730751089
MRTX,NASDAQ,USD,Mirati Ther,USA,US60468T1051
MRUS,NASDAQ,USD,Merus BV,USA,NL0011606264
MRVI,NASDAQ,USD,Maravai Lifesciences Holdings Inc,USA,US56600D1072
MRVL,NASDAQ,USD,Marvell Technology Group Ltd,USA,US5738741041
MS,NYSE,USD,Morgan Stanley,USA,US6174464486
MSA,NYSE,USD,MSA Safety,USA,US5534981064
MSB,NYSE,USD,Mesabi Trust,USA,US5906721015
MSBI,NASDAQ,USD,Midland States Bancorp Inc,USA,US5977421057
MSBIP,NASDAQ,USD,Midland States Bancorp Inc,USA,
MSC,NYSE,USD,Studio City International Holdings Ltd,USA,US86389T1060
MSCI,NYSE,USD,MSCI Inc,USA,US55354G1004
MSEX,NASDAQ,USD,Middlesex Water Company,USA,US5966801087
MSFT,NASDAQ,USD,Microsoft Corporation,USA,US5949181045
MSGE,NYSE,USD,Madison Square Garden Entertainment Corp,USA,US55826T1025
MSGM,NASDAQ,USD,Motorsport Gaming Us LLC,USA,US62011B1026
MSGS,NYSE,USD,Madison Square Garden Sports Corp,USA,US55825T1034
MSI,NYSE,USD,Motorola Solutions Inc,USA,US6200763075
MSM,NYSE,USD,MSC Industrial Direct Company Inc,USA,US5535301064
MSN,NYSE MKT,USD,Emerson Radio Corporation,USA,US2910872033
MSSA,NASDAQ,USD,Metal Sky Star Acquisition Corporation Ordinary shares,USA,KYG6053N1051
MSSAR,NASDAQ,USD,Metal Sky Star Acquisition Corporation Right,USA,
MSSAW,NASDAQ,USD,Metal Sky Star Acquisition Corporation Warrant,USA,
MSTR,NASDAQ,USD,MicroStrategy Incorporated,USA,US5949724083
MT,NYSE,USD,ArcelorMittal SA ADR,USA,US03938L2034
MTA,NYSE MKT,USD,Metalla Royalty & Streaming Ltd,USA,CA59124U6051
MTAL,NYSE,USD,Metals Acquisition Limited,USA,KYG604051006
MTB,NYSE,USD,M&T Bank Corp,USA,US55261F1049
MTBL,NYSE,USD,Moatable Inc.,USA,
MTC,NASDAQ,USD,MMTEC Inc,USA,VGG6181K1066
MTCH,NASDAQ,USD,Match Group Inc,USA,US57667L1070
MTD,NYSE,USD,Mettler-Toledo International Inc,USA,US5926881054
MTDR,NYSE,USD,Matador Resources Company,USA,US5764852050
MTEK,NASDAQ,USD,Maris Tech Ltd,USA,IL0011789042
MTEKW,NASDAQ,USD,Maris-Tech Ltd. Warrants,USA,
MTEM,NASDAQ,USD,Molecular Templates Inc,USA,US6085501095
MTEX,NASDAQ,USD,Mannatech Incorporated,USA,US5637712036
MTG,NYSE,USD,MGIC Investment Corp,USA,US5528481030
MTH,NYSE,USD,Meritage Corporation,USA,US59001A1025
MTLS,NASDAQ,USD,Materialise NV,USA,US57667T1007
MTN,NYSE,USD,Vail Resorts Inc,USA,US91879Q1094
MTNB,NYSE MKT,USD,Matinas BioPharma Holdings Inc,USA,US5768101058
MTR,NYSE,USD,Mesa Royalty Trust,USA,US5906601068
MTRN,NYSE,USD,Materion Corporation,USA,US5766901012
MTRX,NASDAQ,USD,Matrix Service Co,USA,US5768531056
MTRY,NASDAQ,USD,Monterey Bio Acquisition Corp,USA,US61240F1084
MTRYW,NASDAQ,USD,Monterey Bio Acquisition Corporation Warrant,USA,
MTSI,NASDAQ,USD,MACOM Technology Solutions Holdings Inc,USA,US55405Y1001
MTTR,NASDAQ,USD,Matterport Inc,USA,US5770961002
MTW,NYSE,USD,Manitowoc Company Inc,USA,US5635714059
MTX,NYSE,USD,Minerals Technologies Inc,USA,US6031581068
MTZ,NYSE,USD,MasTec Inc,USA,US5763231090
MU,NASDAQ,USD,Micron Technology Inc,USA,US5951121038
MUFG,NYSE,USD,Mitsubishi UFJ Financial Group Inc ADR,USA,US6068221042
MULN,NASDAQ,USD,Mullen Automotive Inc,USA,US62526P1093
MUR,NYSE,USD,Murphy Oil Corporation,USA,US6267171022
MURF,NASDAQ,USD,Murphy Canyon Acquisition Corp,USA,US6266421022
MURFW,NASDAQ,USD,Murphy Canyon Acquisition Corp,USA,
MUSA,NYSE,USD,Murphy USA Inc,USA,US6267551025
MUX,NYSE,USD,McEwen Mining Inc.,USA,US58039P1075
MVBF,NASDAQ,USD,MVB Financial Corp,USA,US5538101024
MVIS,NASDAQ,USD,Microvision Inc,USA,US5949603048
MVLA,NASDAQ,USD,Movella Holdings Inc.,USA,
MVLAW,NASDAQ,USD,Movella Holdings Inc.,USA,
MVO,NYSE,USD,MV Oil Trust,USA,US5538591091
MVST,NASDAQ,USD,Microvast Holdings Inc,USA,US59516C1062
MVSTW,NASDAQ,USD,Microvast Holdings Inc,USA,
MWA,NYSE,USD,Mueller Water Products,USA,US6247581084
MWG,NYSE MKT,USD,Multi Ways Holdings Ltd,USA,
MX,NYSE,USD,MagnaChip Semiconductor,USA,US55933J2033
MXC,NYSE MKT,USD,Mexco Energy Corporation,USA,US5927701012
MXCT,NASDAQ,USD,MaxCyte Inc,USA,US57777K1060
MXL,NASDAQ,USD,MaxLinear Inc,USA,US57776J1007
MYE,NYSE,USD,Myers Industries Inc,USA,US6284641098
MYFW,NASDAQ,USD,First Western Financial Inc,USA,US33751L1052
MYGN,NASDAQ,USD,Myriad Genetics Inc,USA,US62855J1043
MYMD,NASDAQ,USD,MyMD Pharmaceuticals Inc,USA,US62856X1028
MYNA,NASDAQ,USD,Mynaric AG ADR,USA,US62857X1019
MYNZ,NASDAQ,USD,Mainz Biomed BV,USA,NL0015000LC2
MYO,NYSE MKT,USD,Myomo Inc,USA,US62857J2015
MYPS,NASDAQ,USD,Playstudios Inc,USA,US72815G1085
MYRG,NASDAQ,USD,MYR Group Inc,USA,US55405W1045
MYSZ,NASDAQ,USD,My Size Inc,USA,US62844N2080
MYTE,NYSE,USD,MYT Netherlands Parent BV,USA,US55406W1036
NAAS,NASDAQ,USD,Naas Technology Inc ADR,USA,US62955X1028
NABL,NYSE,USD,N-Able Inc,USA,US62878D1000
NAII,NASDAQ,USD,Natural Alternatives International,USA,US6388423021
NAK,NYSE MKT,USD,Northern Dynasty Minerals Ltd,USA,CA66510M2040
NAMS,NASDAQ,USD,NewAmsterdam Pharma Company N.V.,USA,
NAMSW,NASDAQ,USD,NewAmsterdam Pharma Company N.V. Warrant,USA,
NAOV,NASDAQ,USD,NanoVibronix Inc,USA,US63008J1088
NAPA,NYSE,USD,Duckhorn Portfolio Inc,USA,US26414D1063
NARI,NASDAQ,USD,Inari Medical Inc,USA,US45332Y1091
NAT,NYSE,USD,Nordic American Tankers Limited,USA,BMG657731060
NATH,NASDAQ,USD,Nathans Famous Inc,USA,US6323471002
NATI,NASDAQ,USD,National Instruments Corporation,USA,US6365181022
NATR,NASDAQ,USD,Natures Sunshine Products Inc,USA,US6390271012
NAUT,NASDAQ,USD,Nautilus Biotechnology Inc,USA,US63909J1088
NAVB,NYSE MKT,USD,Navidea Biopharmaceuticals Inc,USA,US63937X2027
NAVI,NASDAQ,USD,Navient Corp,USA,US63938C1080
NB,NASDAQ,USD,NioCorp Developments Ltd. Common Stock,USA,
NBHC,NYSE,USD,National Bank Holdings Corporation,USA,US6337071046
NBIX,NASDAQ,USD,Neurocrine Biosciences Inc,USA,US64125C1099
NBN,NASDAQ,USD,Northeast Bancorp,USA,US66405S1006
NBR,NYSE,USD,Nabors Industries Ltd,USA,BMG6359F1370
NBSE,NASDAQ,USD,NeuBase Therapeutics Inc,USA,US64132K1025
NBST,NASDAQ,USD,Newbury Street Acquisition Corp,USA,US65101L1044
NBSTW,NASDAQ,USD,Newbury Street Acquisition Corporation,USA,
NBTB,NASDAQ,USD,NBT Bancorp Inc,USA,US6287781024
NBTX,NASDAQ,USD,Nanobiotix,USA,US63009J1079
NBXG,NYSE,USD,Neuberger Berman Next Generation Connectivity Fund Inc,USA,
NBY,NYSE MKT,USD,NovaBay Pharmaceuticals Inc,USA,US66987P2011
NC,NYSE,USD,NACCO Industries Inc,USA,US6295791031
NCAC,NASDAQ,USD,Newcourt Acquisition Corp,USA,KYG6448C1033
NCACW,NASDAQ,USD,Newcourt Acquisition Corp Warrant,USA,
NCLH,NYSE,USD,Norwegian Cruise Line Holdings Ltd,USA,BMG667211046
NCMI,NASDAQ,USD,National CineMedia Inc,USA,US6353091076
NCNA,NASDAQ,USD,NuCana PLC,USA,US67022C1062
NCNC,NASDAQ,USD,noco-noco Inc. Ordinary Share,USA,
NCNCW,NASDAQ,USD,noco-noco Inc. Warrant,USA,
NCNO,NASDAQ,USD,nCino Inc,USA,US63947X1019
NCPL,NASDAQ,USD,Netcapital Inc,USA,US64113L1035
NCPLW,NASDAQ,USD,Netcapital Inc,USA,
NCR,NYSE,USD,NCR Corp,USA,US62886E1082
NCRA,NASDAQ,USD,Nocera Inc,USA,US6551865008
NCSM,NASDAQ,USD,NCS Multistage Holdings Inc,USA,US6288772014
NCTY,NASDAQ,USD,The9 Ltd ADR,USA,US88337K3023
NDAQ,NASDAQ,USD,Nasdaq Inc,USA,US6311031081
NDLS,NASDAQ,USD,Noodles & Company,USA,US65540B1052
NDMO,NYSE,USD,Nuveen Dynamic Municipal Opportunities Fund,USA,US67079X1028
NDRA,NASDAQ,USD,ENDRA Life Sciences Inc,USA,US29273B1044
NDSN,NASDAQ,USD,Nordson Corporation,USA,US6556631025
NE,NYSE,USD,Noble Corporation plc,USA,KYG6610J2093
NECB,NASDAQ,USD,Northeast Community Bancorp Inc,USA,US6641211007
NEE,NYSE,USD,Nextera Energy Inc,USA,US65339F1012
NEGG,NASDAQ,USD,Newegg Commerce Inc,USA,VGG6483G1000
NEM,NYSE,USD,Newmont Goldcorp Corp,USA,US6516391066
NEN,NYSE MKT,USD,New England Realty Associates LP,USA,US6442061049
NEO,NASDAQ,USD,NeoGenomics Inc,USA,US64049M2098
NEOG,NASDAQ,USD,Neogen Corporation,USA,US6404911066
NEON,NASDAQ,USD,Neonode Inc,USA,US64051M7092
NEOV,NASDAQ,USD,NeoVolta Inc. Common Stock,USA,
NEOVW,NASDAQ,USD,NeoVolta Inc. Warrant,USA,
NEP,NYSE,USD,Nextera Energy Partners LP,USA,US65341B1061
NEPH,NASDAQ,USD,Nephros Inc,USA,US6406714005
NEPT,NASDAQ,USD,Neptune Wellness Solutions Inc,USA,CA64079L1058
NERV,NASDAQ,USD,Minerva Neurosciences Inc,USA,US6033802058
NET,NYSE,USD,Cloudflare Inc,USA,US18915M1071
NETC,NYSE,USD,Nabors Energy Transition Corp,USA,US6295671084
NETD,NASDAQ,USD,Nabors Energy Transition Corp. II Class A Ordinary Shares,USA,
NETDW,NASDAQ,USD,Nabors Energy Transition Corp. II Warrant,USA,
NETI,NYSE,USD,Eneti Inc,USA,MHY2294C1075
